Transaction_ID,Customer_Name,Email,Age,Join_Date,Product_Category,Price,Quantity,Discount_Percent,Total_Amount,Shipping_State,Customer_Review_Score,Is_Premium_Member
TXN-59032,Alice_Jones,alice_at_hotmail.com,41,04/01/2022,Home_Garden,$87.96,1.0,0.24,87.96,TX,2.0,No
TXN-21542,Charlie!,charlie@gmail,19,,Home_Garden,290.83,9.0,0.18,,california,4.0,True
TXN-69240,Alice_Jones,alice_at_hotmail.com,61,2022-04-07,Clothing,,8.0,,,TX,2.0,0
TXN-26066,Charlie!,charlie@gmail,41,19-04-2020,Clothing,243.19,6.0,0.28,,CA,1.0,N
TXN-22626, john doe ,,20,2020-09-30,Electronics,365.84,,0.27,,New York,5.0,True
TXN-67519,,jane@yahoo.com,22,28-01-2020,,414.32,1.0,0.24,,,5.0,Yes
,Alice_Jones,jane@yahoo.com,76,18-02-2022,,99.6,3.0,0.19,,NY,2.0,False
TXN-56351, john doe ,john@gmail.com,37,2022-06-08,Clothing,239.1,7.0,0.04,,,5.0,0
TXN-78584, john doe ,,39,12/03/2021,elctronics ,86.42,3.0,0.07,,teXas,1.0,Y
TXN-21616,Alice_Jones,bob@.com,78,2022-05-25,CLOTHING,490.79,3.0,0.06,,California,1.0,Yes
TXN-41735,Charlie!,bob@.com,73,21-02-2021,Electronics,492.83,2.0,0.26,,california,4.0,No
TXN-67692, john doe ,john@gmail.com,18,2021-11-10,Home & Garden,Free,6.0,0.29,,teXas,2.0,No
TXN-46377, john doe ,jane@yahoo.com,60,10/29/2021,CLOTHING,$130.81,8.0,0.28,1046.48,,3.0,N
TXN-85955,bob,john@gmail.com,23,,Electronics,162.91,10.0,0.16,,Texas,3.0,1
TXN-40395,bob,alice_at_hotmail.com,-5,Unknown,Home & Garden,179.15,8.0,0.06,,N.Y.,1.0,True
, john doe ,john@gmail.com,49,05/19/2020,CLOTHING,410.69,7.0,0.29,,,2.0,False
TXN-71912,bob,john@gmail.com,,10/05/2021,Electronics,381.35,8.0,0.3,,california,2.0,0
TXN-19587,Alice_Jones,,45,03-03-2020,Clothing,314.79,6.0,0.27,,N.Y.,5.0,No
TXN-40024,dave  ,jane@yahoo.com,43,2020-02-11,Clothing,312.05,9.0,0.12,,California,-3.0,True
,Charlie!,,52,Unknown,CLOTHING,92.19,4.0,0.19,,CA,1.0,No
TXN-19408,Charlie!,john@gmail.com,42,07/01/2021,elctronics ,203.28,5.0,0.04,,NY,1.0,N
TXN-28300,,jane@yahoo.com,68,,Electronics,Free,8.0,0.22,,NY,4.0,False
TXN-68657, john doe ,,22,2021-09-04,Clothing,243.03 USD,10.0,0.08,2430.3,Texas,4.0,True
TXN-49182,,,76,18-04-2021,Home_Garden,170.45,7.0,0.18,,Texas,1.0,0
TXN-40920,dave  ,bob@.com,,2020-02-11,elctronics ,412.43,7.0,0.24,,,3.0,No
TXN-69553,bob,,74,2022-02-27,CLOTHING,142.92,3.0,0.16,,California,4.0,True
TXN-91629,JANE SMITH,jane@yahoo.com,55,2021-07-19,Home & Garden,167.11,3.0,0.22,,N.Y.,3.0,False
TXN-70203, john doe ,jane@yahoo.com,69,Pending,Clothing,171.57,4.0,0.18,,Texas,2.0,N
TXN-78696,bob,alice_at_hotmail.com,45,08/07/2022,Home & Garden,296.55,7.0,0.23,,Texas,3.0,Yes
TXN-19781,dave  ,bob@.com,49,30-03-2020,Home_Garden,98.95,1.0,0.01,,N.Y.,2.0,1
TXN-18884,Alice_Jones,bob@.com,57,25-07-2020,elctronics ,402.21,7.0,0.03,,teXas,5.0,N
TXN-60620,dave  ,john@gmail.com,74,2020-10-05,elctronics ,284.89,4.0,0.27,,,4.0,Yes
TXN-86093,Charlie!,john@gmail.com,57,2020-10-04,Electronics,18.85,3.0,-0.1,,Texas,0.0,Yes
TXN-12182,dave  ,jane@yahoo.com,38,08-05-2020,,197.35,10.0,0.13,,teXas,4.0,False
TXN-38492,Alice_Jones,john@gmail.com,78,01/18/2021,elctronics ,237.51,3.0,0.21,,N.Y.,4.0,False
TXN-36447,JANE SMITH,charlie@gmail,80,,Electronics,387.36,7.0,0.3,,TX,2.0,True
TXN-92067,,,33,,elctronics ,282.33,,0.12,,TX,4.0,Yes
TXN-78114,Alice_Jones,bob@.com,78,15-04-2021,elctronics ,$362.5,5.0,0.11,1812.5,,3.0,False
TXN-18119,Charlie!,,32,2022-01-16,Clothing,413.77,6.0,0.04,,NY,5.0,True
TXN-10869,dave  ,alice_at_hotmail.com,,03-06-2020,Clothing,428.32,2.0,0.28,,Texas,3.0,
TXN-80907,JANE SMITH,bob@.com,42,2020-01-26,Electronics,111.67,7.0,0.05,,teXas,4.0,Y
TXN-85542,bob,jane@yahoo.com,51,Pending,,279.4,5.0,0.15,,teXas,2.0,1
TXN-98275,Alice_Jones,john@gmail.com,250,2021-03-02,Home_Garden,415.82,4.0,-0.1,,NY,5.0,0
TXN-10522,Charlie!,,N/A,08/23/2021,Electronics,226.5,8.0,0.0,,TX,4.0,False
TXN-72786, john doe ,alice_at_hotmail.com,60,20-02-2022,Home & Garden,422.62,10.0,0.14,,NY,5.0,True
TXN-35744,JANE SMITH,,60,01/08/2021,Electronics,167.38,5.0,0.09,,,3.0,N
TXN-25524,Charlie!,charlie@gmail,48,2022-04-30,elctronics ,259.79,8.0,0.24,,teXas,,N
TXN-87192,Charlie!,alice_at_hotmail.com,51,09/02/2020,Home & Garden,494.18,2.0,0.04,,California,2.0,0
TXN-44018,Alice_Jones,bob@.com,62,06/11/2021,Clothing,384.1,2.0,0.28,,NY,4.0,Yes
TXN-99618,JANE SMITH,charlie@gmail,52,,,213.77,9.0,0.29,,CA,1.0,0
TXN-14557,Charlie!,john@gmail.com,78,14-07-2022,Home & Garden,445.82,1.5,0.28,,Texas,5.0,1
TXN-13417,,jane@yahoo.com,,07/30/2022,Electronics,168.24,6.0,0.3,,California,1.0,False
TXN-78504,JANE SMITH,jane@yahoo.com,80,Pending,Home & Garden,303.82,0.0,0.22,,TX,5.0,0
TXN-65597, john doe ,john@gmail.com,80,Unknown,,477.46,3.0,0.23,,,2.0,No
TXN-23490, john doe ,john@gmail.com,64,08-03-2022,Home_Garden,62.0,5.0,0.17,,Texas,1.0,N
TXN-77216,Alice_Jones,,29,09/03/2020,Electronics,272.66,9.0,0.02,,,2.0,N
TXN-24415, john doe ,jane@yahoo.com,N/A,2021-09-12,Clothing,480.54,8.0,0.01,,california,-3.0,N
TXN-60706,dave  ,jane@yahoo.com,45,Pending,Home & Garden,237.43,2.0,0.19,,Texas,2.0,False
TXN-45972,,bob@.com,79,Unknown,elctronics ,100.43,3.0,0.22,,California,1.0,1
TXN-14437,bob,,69,,CLOTHING,321.73,6.0,0.06,,teXas,2.0,0
TXN-15490,JANE SMITH,john@gmail.com,22,2022-06-21,Clothing,148.91,1.5,0.2,,teXas,2.0,No
TXN-22496, john doe ,john@gmail.com,29,2021-02-10,elctronics ,$32.75,7.0,0.19,229.25,teXas,2.0,
TXN-21672,Alice_Jones,jane@yahoo.com,41,,elctronics ,320.16,8.0,0.1,,TX,1.0,Yes
TXN-36126,Charlie!,charlie@gmail,50,21-04-2022,Home & Garden,482.6,2.0,0.25,,California,2.0,True
TXN-58300,Alice_Jones,,23,06/02/2022,,240.35,9.0,0.22,,N.Y.,1.0,0
TXN-72013, john doe ,john@gmail.com,57,2021-03-30,Electronics,32.7,10.0,-0.1,,California,2.0,0
TXN-78923,,john@gmail.com,25,2021-04-16,elctronics ,128.15,3.0,0.06,,teXas,3.0,No
TXN-27118,dave  ,jane@yahoo.com,,Pending,Electronics,426.2,2.0,1.5,,Texas,3.0,False
TXN-48574,,bob@.com,32,,Home & Garden,297.83,8.0,0.02,,California,3.0,Y
TXN-86889,dave  ,,51,07/21/2022,CLOTHING,49.38,6.0,0.24,,teXas,4.0,Y
TXN-19973,Charlie!,,20,29-03-2021,Home & Garden,304.62 USD,6.0,0.04,30462.0,NY,5.0,0
TXN-95994,Charlie!,alice_at_hotmail.com,twenty,2021-11-21,Home & Garden,343.57,9.0,0.27,,New York,5.0,
TXN-63045,,john@gmail.com,55,2021-06-09,Home_Garden,264.34,2.0,0.19,,california,3.0,Yes
TXN-90116, john doe ,bob@.com,23,Pending,,106.81,7.0,0.14,,N.Y.,2.0,Y
TXN-35333, john doe ,bob@.com,59,2021-03-24,Home & Garden,26.29,8.0,0.03,,TX,5.0,No
TXN-40799,,charlie@gmail,64,Unknown,Electronics,389.51,3.0,0.26,,N.Y.,1.0,Yes
TXN-44323,Charlie!,,58,22-08-2021,Home_Garden,20.89,7.0,0.13,,California,5.0,True
TXN-80583,Alice_Jones,john@gmail.com,50,05/10/2022,Clothing,437.4 USD,10.0,0.04,4374.0,N.Y.,2.0,0
TXN-85867,dave  ,john@gmail.com,62,26-10-2021,Clothing,321.9,3.0,0.16,,teXas,3.0,No
TXN-11804,JANE SMITH,bob@.com,30,2020-05-12,elctronics ,295.53,1.0,0.14,,california,3.0,Y
TXN-76222, john doe ,bob@.com,48,,Home & Garden,108.86,2.0,0.12,,teXas,4.0,Y
TXN-78759,Charlie!,jane@yahoo.com,64,2021-03-03,CLOTHING,431.02,1.0,0.3,,California,2.0,False
TXN-30927,Alice_Jones,john@gmail.com,23,Pending,Clothing,331.11 USD,,0.23,,CA,2.0,1
TXN-14895,,jane@yahoo.com,31,Pending,Home & Garden,232.19,6.0,0.3,,california,2.0,True
TXN-33341, john doe ,jane@yahoo.com,47,Unknown,Electronics,441.21,7.0,0.23,,,2.0,No
TXN-15488, john doe ,alice_at_hotmail.com,57,2021-10-18,Clothing,387.28,5.0,0.08,,,3.0,N
TXN-45353,bob,john@gmail.com,44,02/12/2021,Electronics,351.46,8.0,0.21,,teXas,4.0,1
TXN-12635,Charlie!,charlie@gmail,,30-09-2020,elctronics ,188.05,5.0,0.0,,California,2.0,0
TXN-41450,JANE SMITH,jane@yahoo.com,46,Pending,,333.72,2.0,0.16,,teXas,2.0,True
TXN-74913, john doe ,jane@yahoo.com,55,11-08-2020,Home_Garden,284.68,9.0,0.2,,TX,3.0,
TXN-10541,Alice_Jones,jane@yahoo.com,55,21-07-2022,Clothing,,3.0,0.17,,New York,3.0,
TXN-41078,Alice_Jones,jane@yahoo.com,twenty,2021-11-13,elctronics ,206.74,7.0,0.28,,CA,3.0,False
TXN-89235,dave  ,alice_at_hotmail.com,250,04/08/2020,Home & Garden,390.76,2.0,0.2,,Texas,3.0,Y
TXN-29499, john doe ,bob@.com,77,10/30/2020,elctronics ,171.86,10.0,0.29,,N.Y.,2.0,True
TXN-33842, john doe ,alice_at_hotmail.com,31,Unknown,,477.34,2.0,0.1,,N.Y.,5.0,False
TXN-24654,Alice_Jones,alice_at_hotmail.com,24,2022-02-13,,335.02,6.0,0.16,,california,4.0,0
TXN-49963,bob,,24,Pending,Electronics,108.29,4.0,0.14,,CA,5.0,N
TXN-26313, john doe ,,18,2020-11-15,Home_Garden,290.93,5.0,0.03,,Texas,1.0,0
TXN-19958,,jane@yahoo.com,39,,elctronics ,419.69,6.0,0.29,,New York,5.0,False
TXN-27666, john doe ,,46,10/08/2021,Clothing,381.43,4.0,0.2,,,1.0,No
TXN-84323,Alice_Jones,john@gmail.com,52,,Home_Garden,459.85,5.0,0.15,,TX,1.0,True
TXN-44159,Charlie!,john@gmail.com,35,07-07-2020,,177.42,7.0,0.07,,CA,3.0,1
TXN-50968,,charlie@gmail,23,2022-07-16,Home & Garden,202.62 USD,9.0,0.12,20262.0,N.Y.,3.0,No
TXN-52444,Charlie!,bob@.com,59,2022-04-19,CLOTHING,142.37,2.0,0.22,,california,4.0,False
TXN-55052,,,42,19-09-2020,Home & Garden,133.51,10.0,0.28,,,3.0,0
TXN-66944,bob,bob@.com,49,,Electronics,401.66,10.0,0.12,,CA,3.0,Yes
TXN-30214,bob,charlie@gmail,64,19-06-2020,Clothing,310.02,8.0,0.26,,NY,5.0,Yes
TXN-16133,dave  ,alice_at_hotmail.com,35,Pending,CLOTHING,214.72,5.0,0.21,,,5.0,Y
TXN-70115,dave  ,john@gmail.com,57,07/04/2022,CLOTHING,118.15,10.0,0.2,,TX,1.0,Yes
TXN-33216,bob,alice_at_hotmail.com,54,,,109.6,4.0,0.2,,Texas,1.0,Y
TXN-43101,bob,,39,2022-08-26,Electronics,321.67,1.0,0.09,,California,4.0,Y
TXN-21733,Charlie!,charlie@gmail,37,Pending,CLOTHING,348.94 USD,4.0,0.18,1395.76,N.Y.,4.0,True
TXN-87609, john doe ,,-5,07-01-2021,Home_Garden,392.34,9.0,0.29,,,3.0,0
TXN-54265,,charlie@gmail,64,08/23/2022,CLOTHING,140.77,3.0,0.12,,,1.0,False
,JANE SMITH,john@gmail.com,18,2020-05-14,Electronics,340.5,6.0,0.27,,New York,2.0,Yes
TXN-77815,dave  ,bob@.com,34,2021-06-08,Electronics,388.64,10.0,0.19,,,5.0,1
TXN-52449,Charlie!,alice_at_hotmail.com,42,Pending,Home & Garden,215.44,7.0,0.28,,Texas,1.0,True
TXN-29473,bob,jane@yahoo.com,71,Pending,elctronics ,Free,2.0,0.25,,California,3.0,1
TXN-38253,dave  ,charlie@gmail,62,2020-03-08,elctronics ,86.96,9.0,0.02,,NY,5.0,True
TXN-81979,dave  ,bob@.com,36,2020-03-26,Home_Garden,301.86 USD,2.0,0.04,30186.0,Texas,3.0,True
TXN-63308,Alice_Jones,jane@yahoo.com,30,2021-04-26,CLOTHING,264.9,2.0,0.15,,,5.0,1
TXN-90462,Alice_Jones,jane@yahoo.com,73,Unknown,Home & Garden,307.15,3.0,0.21,,California,4.0,True
TXN-68324,bob,john@gmail.com,N/A,10-03-2021,CLOTHING,184.1,7.0,0.29,,california,1.0,Yes
TXN-69587,,charlie@gmail,24,22-04-2020,Electronics,285.56,9.0,0.12,,teXas,4.0,Yes
TXN-64150,Charlie!,alice_at_hotmail.com,61,06/12/2021,Clothing,435.78,-2.0,0.08,,california,2.0,
TXN-28948,bob,bob@.com,77,2020-09-14,Home & Garden,226.95,2.0,0.28,,teXas,4.0,False
TXN-64039,dave  ,bob@.com,54,Unknown,CLOTHING,49.38,3.0,0.12,,NY,4.0,Yes
TXN-58146, john doe ,,42,2021-12-09,CLOTHING,205.18,2.0,0.29,,Texas,2.0,1
TXN-45131,bob,jane@yahoo.com,35,2021-07-04,,433.54,2.0,0.02,,teXas,2.0,False
TXN-59150,bob,,42,17-08-2020,Home & Garden,417.3,2.0,0.09,,N.Y.,5.0,
TXN-70001,Charlie!,bob@.com,,05-08-2022,elctronics ,279.83,2.0,0.07,,teXas,1.0,1
TXN-44004,,charlie@gmail,N/A,03/19/2021,Clothing,321.2,2.0,0.29,,Texas,4.0,0
TXN-16509,,charlie@gmail,67,Unknown,,194.99,1.0,0.03,,N.Y.,1.0,1
TXN-56994,Charlie!,john@gmail.com,27,2020-02-19,Home_Garden,326.74,2.0,0.12,,california,4.0,True
TXN-34104, john doe ,john@gmail.com,40,Pending,CLOTHING,102.99,1.5,0.17,,California,2.0,True
TXN-96692,Alice_Jones,bob@.com,53,27-08-2021,Home_Garden,314.79,10.0,0.1,,N.Y.,1.0,No
TXN-13252,,alice_at_hotmail.com,80,08/14/2020,,168.18,3.0,0.02,,New York,4.0,False
TXN-88018,bob,alice_at_hotmail.com,-5,Pending,Electronics,369.88,1.0,0.07,,NY,1.0,Yes
TXN-75202,,,69,20-10-2020,Clothing,302.86,9.0,0.03,,,3.0,Yes
TXN-50566,Charlie!,jane@yahoo.com,55,12-02-2020,Home & Garden,490.37,7.0,0.15,,NY,1.0,False
TXN-45691,Charlie!,john@gmail.com,65,09-09-2020,elctronics ,88.21,4.0,0.23,,CA,3.0,True
TXN-96903, john doe ,bob@.com,23,2020-07-14,Clothing,491.98,5.0,0.26,,,2.0,True
TXN-22662,,john@gmail.com,65,2021-05-11,Clothing,136.4 USD,1.0,0.18,13640.0,,2.0,False
TXN-37901,dave  ,,66,29-10-2021,CLOTHING,177.71 USD,8.0,1.5,1421.68,CA,4.0,0
TXN-65212,Charlie!,bob@.com,77,03/22/2021,elctronics ,174.8,1.0,0.15,,,3.0,True
TXN-58618,dave  ,alice_at_hotmail.com,21,2022-06-22,CLOTHING,99.72,6.0,-0.1,,New York,4.0,N
TXN-63356,dave  ,charlie@gmail,61,14-03-2021,Electronics,169.85,3.0,0.27,,TX,5.0,No
TXN-57939,Charlie!,john@gmail.com,50,06/04/2020,Home_Garden,120.26,10.0,0.09,,california,2.0,
TXN-47335,JANE SMITH,jane@yahoo.com,,2022-02-13,CLOTHING,381.16,4.0,0.27,,TX,5.0,False
TXN-33469,JANE SMITH,charlie@gmail,N/A,2022-04-18,Home & Garden,277.73,4.0,0.09,,teXas,1.0,1
TXN-87833,Charlie!,charlie@gmail,twenty,10/29/2021,elctronics ,291.16,10.0,0.14,,,5.0,1
TXN-66077,dave  ,bob@.com,26,Unknown,CLOTHING,Free,7.0,0.12,,TX,4.0,Yes
TXN-36293, john doe ,jane@yahoo.com,74,2021-02-21,Clothing,482.26,1.0,0.11,,N.Y.,1.0,Yes
TXN-40537,Charlie!,john@gmail.com,33,02/12/2020,Home_Garden,382.74,6.0,0.08,,CA,3.0,True
TXN-44694,bob,john@gmail.com,44,18-02-2020,Home_Garden,377.51,10.0,0.13,,NY,3.0,Y
TXN-44694,bob,jane@yahoo.com,75,2022-07-05,Clothing,93.28,7.0,0.25,,New York,3.0,1
TXN-75669, john doe ,,30,,Clothing,489.61,-2.0,0.26,,,5.0,Yes
TXN-22004, john doe ,charlie@gmail,55,06/04/2020,Home & Garden,337.68,7.0,0.07,,TX,3.0,Yes
TXN-83643,Charlie!,,53,09-07-2022,CLOTHING,40.21,6.0,0.04,,CA,5.0,No
TXN-55353, john doe ,,78,2020-02-05,elctronics ,324.96,1.5,0.22,,,2.0,Yes
TXN-55353,Alice_Jones,jane@yahoo.com,65,2020-04-24,Home & Garden,499.69,3.0,0.02,,TX,2.0,True
TXN-19273,Alice_Jones,charlie@gmail,32,Pending,CLOTHING,362.51,4.0,0.16,,Texas,1.0,0
TXN-66637, john doe ,alice_at_hotmail.com,40,13-06-2021,CLOTHING,275.71,7.0,0.02,,California,5.0,N
TXN-28009,Alice_Jones,john@gmail.com,49,25-10-2020,CLOTHING,381.43,7.0,0.22,,teXas,2.0,True
TXN-85251,,jane@yahoo.com,18,2021-06-04,Home_Garden,132.82,7.0,0.28,,N.Y.,-3.0,0
TXN-45795,,charlie@gmail,48,2022-01-17,Home_Garden,307.25,-2.0,0.18,,Texas,4.0,N
TXN-40426,JANE SMITH,,250,12-11-2020,CLOTHING,34.39,8.0,0.01,,NY,5.0,Y
TXN-32632, john doe ,bob@.com,56,,,489.31,2.0,0.22,,TX,4.0,True
TXN-95908,Alice_Jones,bob@.com,68,16-10-2020,Home & Garden,214.92,5.0,1.5,,NY,1.0,False
TXN-30019,Charlie!,bob@.com,73,24-12-2020,Home & Garden,393.31,10.0,0.27,,N.Y.,2.0,1
TXN-43819,Charlie!,john@gmail.com,30,2021-05-19,,,3.0,0.23,,New York,3.0,No
TXN-56652, john doe ,,80,2021-09-03,elctronics ,147.17,3.0,0.28,,,4.0,N
TXN-47987,dave  ,alice_at_hotmail.com,52,09/01/2020,Electronics,37.01,5.0,0.06,,Texas,1.0,Yes
TXN-32947,Charlie!,charlie@gmail,250,13-04-2020,elctronics ,107.77,10.0,0.02,,teXas,3.0,Y
TXN-46203,Charlie!,jane@yahoo.com,60,13-11-2020,elctronics ,385.73,8.0,0.14,,california,4.0,1
TXN-96173,bob,alice_at_hotmail.com,21,11/09/2021,Clothing,133.73 USD,10.0,0.14,1337.3,california,5.0,Y
,Charlie!,bob@.com,51,27-03-2021,,322.59,9.0,0.3,,,1.0,0
,Alice_Jones,jane@yahoo.com,39,,Home_Garden,458.08,-2.0,0.06,,CA,0.0,True
TXN-89967,Alice_Jones,,35,,Home_Garden,35.28,10.0,0.27,,NY,1.0,N
TXN-89537,dave  ,alice_at_hotmail.com,53,2020-12-04,Electronics,415.56,2.0,0.03,,N.Y.,5.0,1
TXN-94835,dave  ,charlie@gmail,21,2020-05-22,Electronics,385.25,2.0,0.25,,california,5.0,
TXN-65592, john doe ,alice_at_hotmail.com,39,,CLOTHING,382.54,9.0,0.12,,,2.0,N
TXN-76427, john doe ,john@gmail.com,31,07-12-2020,CLOTHING,174.19,4.0,0.03,,california,1.0,False
TXN-75089,,bob@.com,63,2021-07-16,Home & Garden,372.9,6.0,0.05,,,4.0,N
TXN-14264, john doe ,bob@.com,34,08/07/2021,CLOTHING,196.76,3.0,0.18,,New York,5.0,True
TXN-37429, john doe ,,twenty,04/15/2021,Home_Garden,225.93,9.0,0.27,,teXas,2.0,No
TXN-64414,Alice_Jones,bob@.com,80,31-07-2020,,121.45,9.0,0.09,,california,5.0,False
TXN-67644,JANE SMITH,jane@yahoo.com,68,22-08-2022,elctronics ,495.21,3.0,0.12,,Texas,5.0,No
TXN-62927,,bob@.com,74,20-07-2022,Electronics,369.89,1.5,0.15,,teXas,5.0,False
TXN-92224, john doe ,jane@yahoo.com,18,02-12-2020,Clothing,483.37,7.0,0.04,,California,-3.0,True
TXN-37603,,alice_at_hotmail.com,250,Pending,Home & Garden,230.08,9.0,0.16,,,4.0,Y
TXN-41038,JANE SMITH,jane@yahoo.com,25,,Clothing,275.49,6.0,0.18,,TX,4.0,No
TXN-63562, john doe ,charlie@gmail,N/A,11-05-2022,Clothing,Free,10.0,0.16,,TX,2.0,Yes
TXN-75058,bob,charlie@gmail,26,2020-10-30,,412.14,9.0,0.1,,CA,,No
TXN-85633, john doe ,,44,02/23/2020,Home & Garden,95.91,3.0,0.11,,Texas,1.0,Y
TXN-33186,Charlie!,bob@.com,54,07/02/2022,CLOTHING,417.34,4.0,0.05,,,3.0,0
TXN-11070, john doe ,charlie@gmail,42,2022-07-01,Electronics,25.67,8.0,0.1,,california,3.0,
TXN-19993,JANE SMITH,alice_at_hotmail.com,63,09/27/2022,Clothing,355.1,1.0,0.08,,NY,2.0,False
TXN-66989, john doe ,bob@.com,63,Pending,Home & Garden,273.3,7.0,0.03,,Texas,3.0,0
TXN-98353,Charlie!,alice_at_hotmail.com,49,11-04-2022,,310.67 USD,7.0,0.01,31067.0,CA,10.0,False
TXN-49245,bob,charlie@gmail,250,2022-08-07,CLOTHING,488.39,3.0,0.16,,CA,,False
TXN-52133,JANE SMITH,alice_at_hotmail.com,28,2020-06-16,Electronics,205.34 USD,6.0,0.18,1232.04,california,5.0,True
TXN-41819,,,80,15-05-2020,Home_Garden,81.46,8.0,0.24,,,3.0,Yes
TXN-87116,Alice_Jones,bob@.com,56,2020-05-12,Home_Garden,390.6,2.0,0.06,,N.Y.,3.0,True
TXN-86941, john doe ,,80,10-03-2022,Clothing,269.53,1.0,0.15,,California,3.0,True
TXN-90487,JANE SMITH,alice_at_hotmail.com,27,08/14/2020,CLOTHING,481.85,1.0,0.15,,teXas,5.0,N
TXN-67193,,,23,11-03-2021,CLOTHING,$471.1,10.0,0.03,4711.0,N.Y.,0.0,False
TXN-59267,bob,bob@.com,,,Home & Garden,441.6,7.0,,,California,4.0,
TXN-49121,Charlie!,bob@.com,26,2022-02-02,Home & Garden,368.66,2.0,0.13,,Texas,2.0,True
TXN-52167,,john@gmail.com,60,08/11/2021,Home & Garden,349.36,1.5,0.05,,New York,4.0,1
TXN-59650, john doe ,jane@yahoo.com,37,,Electronics,230.8 USD,4.0,0.21,23080.0,teXas,3.0,Yes
TXN-50714,Charlie!,alice_at_hotmail.com,64,Pending,Home & Garden,205.44,1.0,0.13,,TX,3.0,True
TXN-16655,Charlie!,john@gmail.com,63,11/30/2020,,395.66 USD,8.0,0.28,39566.0,N.Y.,1.0,True
TXN-70935,Charlie!,charlie@gmail,27,02-08-2022,Home_Garden,259.09,4.0,0.03,,New York,5.0,0
TXN-86304,,john@gmail.com,32,,,253.26,6.0,1.5,,TX,3.0,False
TXN-54009,Charlie!,alice_at_hotmail.com,52,03/24/2021,,497.16,1.0,0.21,,CA,3.0,1
TXN-19500,Alice_Jones,john@gmail.com,30,08/03/2022,,Free,10.0,0.24,,Texas,5.0,
TXN-67291, john doe ,bob@.com,38,12/17/2020,Clothing,126.52,9.0,0.22,,California,5.0,
TXN-11338,Alice_Jones,john@gmail.com,N/A,05/01/2022,Clothing,131.96,4.0,0.09,,,3.0,Y
TXN-44671,Alice_Jones,john@gmail.com,57,Pending,elctronics ,Free,1.0,0.21,,california,2.0,
TXN-28689, john doe ,john@gmail.com,36,05-10-2020,Electronics,353.13,8.0,0.09,,California,,True
TXN-86440,dave  ,,26,2021-05-13,Clothing,331.88,1.0,0.14,,California,-3.0,0
TXN-28234,dave  ,john@gmail.com,19,2021-02-25,Home_Garden,271.71,1.0,0.25,,california,5.0,False
, john doe ,charlie@gmail,twenty,09/21/2021,CLOTHING,463.0,2.0,0.28,,,,False
,JANE SMITH,alice_at_hotmail.com,43,05-01-2022,elctronics ,Free,10.0,0.2,,California,4.0,0
TXN-55135, john doe ,alice_at_hotmail.com,58,2020-02-24,Home_Garden,26.3,0.0,0.1,,NY,4.0,0
TXN-51458,Charlie!,charlie@gmail,61,,,262.17 USD,2.0,0.19,524.34,New York,5.0,0
,JANE SMITH,jane@yahoo.com,78,03-07-2021,Electronics,287.98,5.0,0.27,,N.Y.,-3.0,N
TXN-72905,bob,,45,2020-05-27,,407.48,5.0,0.14,,New York,4.0,False
TXN-71941,,charlie@gmail,-5,12/17/2021,elctronics ,164.55,1.0,0.07,,Texas,5.0,
TXN-31906,dave  ,jane@yahoo.com,56,2020-01-31,elctronics ,429.06,5.0,0.01,,,3.0,False
TXN-70625,bob,bob@.com,62,2020-05-04,CLOTHING,,5.0,0.18,,California,5.0,
TXN-19451, john doe ,alice_at_hotmail.com,58,2020-02-25,Home & Garden,369.12,7.0,0.06,,teXas,1.0,False
TXN-13859,Charlie!,jane@yahoo.com,18,12/04/2020,Home & Garden,278.41,8.0,0.13,,CA,5.0,1
TXN-15861,Charlie!,,33,Pending,Home & Garden,236.17,6.0,0.15,,N.Y.,3.0,0
TXN-73937,Charlie!,alice_at_hotmail.com,250,06/13/2022,elctronics ,18.62,10.0,0.01,,teXas,3.0,True
TXN-65162,Alice_Jones,alice_at_hotmail.com,58,05-03-2022,CLOTHING,427.8,5.0,0.14,,New York,3.0,
TXN-75221,dave  ,charlie@gmail,58,11/18/2021,,181.62,8.0,0.19,,TX,10.0,Yes
TXN-88787,,john@gmail.com,67,05/09/2020,CLOTHING,270.48,9.0,0.24,,New York,1.0,True
TXN-65290,JANE SMITH,john@gmail.com,,08/08/2022,Home & Garden,16.63,3.0,0.13,,,2.0,False
TXN-79003, john doe ,john@gmail.com,31,11/18/2020,Home & Garden,224.05,10.0,0.29,,California,5.0,0
TXN-22726,JANE SMITH,alice_at_hotmail.com,-5,10-02-2022,Home_Garden,401.66,4.0,0.12,,Texas,0.0,False
TXN-11752,bob,,80,06/15/2021,Clothing,212.36,6.0,0.14,,California,4.0,True
TXN-33988,,john@gmail.com,47,10-03-2020,Clothing,91.55,10.0,0.23,,NY,2.0,N
TXN-91172,Charlie!,charlie@gmail,70,2021-03-31,,49.0,8.0,0.12,,N.Y.,2.0,False
TXN-32071,Charlie!,,28,2021-10-01,,272.33,2.0,0.24,,teXas,4.0,False
TXN-86849,bob,alice_at_hotmail.com,76,03/30/2020,Home_Garden,$316.7,,0.18,,CA,4.0,
TXN-74814,,charlie@gmail,78,2021-12-10,Electronics,269.41,2.0,0.19,,CA,2.0,True
TXN-60238,JANE SMITH,bob@.com,-5,Pending,elctronics ,358.86,6.0,0.18,,New York,1.0,1
TXN-46466,Alice_Jones,john@gmail.com,36,12-05-2020,,268.83,2.0,0.1,,teXas,,No
